CODIGO_VENDA;CODIGO_CLIENTE;CODIGO_FORMA_PAGAMENTO;CODIGO_LOJA_VENDEDOR;DATA_VENDA;VALOR_FINAL;TIPO_PAGAMENTO
433;1071;3;0;2021-07-24 22:00:35;325.29;A VISTA
434;88;4;14;2021-01-20 16:54:05;799.37;A VISTA
435;1128;4;10;2022-12-01 15:02:25;248.22;A VISTA
436;1148;1;16;2020-05-04 17:19:23;604.72;A VISTA
437;590;4;3;2022-06-13 16:13:42;866.89;A VISTA
438;769;3;16;2022-01-24 09:28:48;2114.48;A VISTA
439;671;3;1;2022-01-24 09:28:48;1014.8;A VISTA
440;890;4;12;2020-12-18 15:38:33;676.77;PARCELADO
441;972;1;0;2017-07-31 05:55:17;799.18;A VISTA
442;1045;1;3;2023-03-05 17:13:41;1257.04;A VISTA
443;77;1;15;2018-01-26 14:41:08;492.71;A VISTA
444;1347;3;7;2022-03-29 16:17:19;628.42;PARCELADO
445;454;3;4;2019-03-13 11:17:39;344.2;A VISTA
446;1390;1;6;2020-12-28 14:23:24;1801.29;A VISTA
447;392;4;15;2019-11-10 13:14:57;129.49;A VISTA
448;704;2;4;2019-06-22 15:44:28;1883.51;PARCELADO
449;687;3;10;2020-04-02 13:33:22;899.34;A VISTA
450;82;1;3;2019-09-08 17:44:40;36.24;PARCELADO
451;824;4;6;2018-09-28 11:53:44;255.67;A VISTA
452;72;4;15;2022-06-17 10:54:42;3226.01;A VISTA
453;345;4;5;2021-04-08 15:01:40;183.47;A VISTA
454;292;1;2;2021-05-02 15:46:51;2288.94;A VISTA
455;1042;4;1;2021-05-02 15:46:51;582.95;A VISTA
456;791;2;16;2018-10-02 13:35:27;805.27;PARCELADO
457;453;2;0;2020-03-11 05:37:52;1202.78;PARCELADO
458;482;2;12;2017-11-05 11:23:28;2487.51;PARCELADO
459;781;4;14;2022-09-25 13:56:14;2157.31;A VISTA
460;519;2;11;2021-05-12 15:10:06;10.38;A VISTA
461;34;4;1;2021-05-12 15:10:06;601.27;A VISTA
462;1270;3;7;2023-09-17 16:42:55;56.96;A VISTA
463;456;2;7;2019-12-31 11:35:11;148.07;A VISTA
464;1071;4;0;2020-02-05 14:55:26;159.96;A VISTA
465;307;4;14;2020-07-05 10:48:32;2707.94;A VISTA
466;1234;3;14;2021-05-19 13:44:47;825.67;A VISTA
467;1126;1;4;2017-05-31 13:05:18;655.75;A VISTA
468;537;2;4;2019-06-10 13:19:35;216.84;A VISTA
469;371;3;9;2021-10-01 09:09:10;57.82;PARCELADO
470;590;1;14;2020-03-15 15:41:50;253.68;A VISTA
471;446;3;10;2019-12-03 13:38:12;2018.16;A VISTA
472;326;3;9;2023-07-25 15:22:26;16.56;A VISTA
473;1377;1;16;2023-08-30 17:47:28;1206.12;A VISTA
474;824;3;15;2019-02-17 14:30:14;269.64;A VISTA
475;1205;2;5;2023-03-15 16:34:41;992.2;A VISTA
476;413;3;3;2022-10-16 15:36:25;339.12;A VISTA
477;134;2;2;2018-11-19 11:56:43;643.59;A VISTA
478;718;3;14;2020-07-31 16:52:56;48.8;A VISTA
479;823;3;16;2019-05-23 16:17:04;2126.07;PARCELADO
480;81;3;6;2019-03-18 09:30:16;860.78;A VISTA
481;376;2;4;2019-12-29 10:54:49;2470.04;A VISTA
482;805;2;10;2018-05-26 11:40:00;1771.24;A VISTA
483;579;2;5;2023-05-31 13:41:37;1045.59;A VISTA
484;1040;4;15;2022-08-30 17:22:55;312.86;A VISTA
485;1298;2;13;2018-03-26 13:42:14;2012.64;A VISTA
486;319;3;9;2020-03-30 11:23:31;344.36;A VISTA
487;496;1;16;2017-09-22 09:37:28;212.92;A VISTA
488;1395;1;0;2017-09-19 12:02:52;1158.14;A VISTA
489;356;4;5;2022-05-15 12:23:25;515.97;PARCELADO
490;417;3;6;2018-11-26 09:56:08;1510.19;A VISTA
491;148;3;13;2018-12-13 11:40:09;357.21;A VISTA
492;933;2;5;2017-06-18 11:22:03;436.47;A VISTA
493;599;3;7;2019-08-06 10:44:25;58.32;PARCELADO
494;786;4;14;2023-05-29 12:53:32;387.42;PARCELADO
495;286;4;8;2022-05-02 15:17:27;33.4;A VISTA
496;1290;4;8;2019-02-27 12:47:51;1366.64;A VISTA
497;1019;3;11;2018-08-03 15:06:11;1696.02;PARCELADO
498;249;3;11;2021-06-25 12:46:05;865.5;A VISTA
499;1309;2;4;2017-06-28 17:01:50;378.87;A VISTA
500;292;2;7;2018-11-27 14:46:48;28.71;PARCELADO
501;930;1;2;2019-07-10 13:08:38;9.68;A VISTA
502;523;4;6;2022-08-26 13:51:48;932.43;A VISTA
503;680;3;15;2019-09-24 09:19:45;315.59;A VISTA
504;223;3;6;2019-11-17 11:07:12;1657.89;A VISTA
505;461;3;5;2017-11-16 12:23:18;601.44;A VISTA
506;837;2;5;2017-06-25 12:30:56;2197.62;A VISTA
507;633;4;1;2017-06-25 12:30:56;161.2;PARCELADO
508;869;1;16;2021-09-03 10:29:14;1389.48;A VISTA
509;1180;4;3;2019-08-11 11:58:05;510.09;A VISTA
510;2;4;9;2021-09-11 12:35:06;1356.79;A VISTA
511;1131;4;6;2021-05-01 11:11:15;638.03;A VISTA
512;194;2;8;2017-01-29 13:49:19;1108.87;A VISTA
513;154;3;4;2018-08-11 12:51:50;237.04;A VISTA
514;1313;1;2;2021-07-25 14:19:07;77.36;A VISTA
515;283;3;16;2020-09-17 16:18:10;985.86;PARCELADO
516;338;3;6;2017-12-18 11:43:12;5.83;A VISTA
517;1259;3;9;2020-07-29 15:16:45;757.17;A VISTA
518;1205;1;1;2020-07-29 15:16:45;727.94;PARCELADO
519;1200;3;5;2017-01-24 12:05:46;128.66;A VISTA
520;1103;1;16;2017-07-02 15:49:47;684.04;A VISTA
521;1251;3;16;2020-07-07 09:24:48;659.46;PARCELADO
522;397;2;10;2019-05-12 13:37:34;1035.92;A VISTA
523;608;4;15;2023-12-20 14:08:07;1226.37;A VISTA
524;878;2;3;2022-07-06 12:32:20;3259.84;A VISTA
525;704;1;16;2022-12-27 09:41:01;825.98;A VISTA
526;114;3;6;2022-10-18 09:40:49;1124.74;PARCELADO
527;875;1;14;2019-04-12 16:57:20;565.01;A VISTA
528;215;3;7;2018-09-01 13:11:03;287.68;A VISTA
529;968;4;6;2017-11-03 16:41:16;72.92;A VISTA
530;603;4;14;2017-01-13 09:30:19;1090.74;A VISTA
531;621;3;12;2019-05-03 17:06:24;1479.88;PARCELADO
532;1013;2;14;2018-11-19 11:22:43;1205.2;PARCELADO
533;112;4;2;2020-10-22 14:13:22;1959.24;PARCELADO
534;870;4;6;2019-09-02 10:24:21;931.24;A VISTA
535;1396;1;10;2017-04-06 15:53:20;792.72;PARCELADO
536;1356;3;16;2019-04-21 10:09:13;2643.6;A VISTA
537;729;2;4;2017-01-20 09:56:15;1051.34;A VISTA
538;755;1;15;2018-07-01 17:26:05;115.41;A VISTA
539;1130;3;13;2018-07-14 15:15:26;422.78;PARCELADO
540;1163;3;1;2018-07-14 15:15:26;133.15;A VISTA
541;243;4;2;2021-03-07 12:49:42;508.85;A VISTA
542;1391;1;2;2023-05-26 11:35:28;1030.18;A VISTA
543;821;4;11;2018-09-10 17:00:43;1594.6;A VISTA
544;509;4;7;2018-09-29 11:52:34;342.37;A VISTA
545;233;4;10;2022-10-31 15:56:42;1152.07;PARCELADO
546;1314;4;16;2022-06-28 16:32:21;1676.63;PARCELADO
547;857;3;7;2023-01-15 14:37:29;1197.84;A VISTA
548;985;3;7;2023-04-13 14:02:01;850.73;A VISTA
549;826;1;6;2020-09-05 11:14:29;1527.03;PARCELADO
550;658;4;11;2023-03-27 16:53:08;3601.39;PARCELADO
551;140;2;0;2020-06-21 23:15:51;1551.62;A VISTA
552;718;2;5;2019-12-03 09:21:04;1243.53;A VISTA
553;587;4;2;2023-11-03 15:33:19;1049.02;PARCELADO
554;443;3;6;2019-04-23 11:44:50;1027.16;A VISTA
555;388;2;5;2019-07-04 11:03:41;491.51;A VISTA
556;801;3;1;2019-07-04 11:03:41;2836.96;PARCELADO
557;505;2;3;2020-09-07 12:53:37;486.34;A VISTA
558;591;1;14;2019-02-02 17:32:48;959.85;A VISTA
559;646;1;12;2020-01-29 12:25:30;192.25;A VISTA
560;190;4;14;2017-07-26 16:21:32;684.64;PARCELADO
561;283;1;0;2017-08-02 23:52:00;2139.82;A VISTA
562;553;1;3;2023-07-31 17:51:36;38.96;A VISTA
563;1351;4;7;2020-04-25 14:02:26;1926.64;A VISTA
564;867;1;8;2018-11-04 17:29:43;6.38;A VISTA
565;796;2;6;2023-05-29 17:49:33;952.98;A VISTA
566;794;4;16;2023-03-28 09:44:35;1920.15;PARCELADO
567;418;1;14;2020-12-13 15:08:29;1330.47;A VISTA
568;336;4;7;2018-12-14 15:05:14;612.14;A VISTA
569;526;2;14;2023-06-19 09:09:58;1177.56;A VISTA
570;492;1;10;2023-02-03 09:13:58;1931.03;A VISTA
571;1201;2;0;2021-05-27 05:29:40;800.6;A VISTA
572;1247;1;6;2017-08-07 12:16:22;1050.64;A VISTA
573;1133;4;5;2017-04-17 09:51:20;1626.2;A VISTA
574;1294;4;14;2017-05-17 11:37:28;1796.11;A VISTA
575;688;2;3;2023-08-22 10:19:11;717.01;A VISTA
576;1350;2;0;2021-06-25 23:12:47;1370.73;A VISTA
577;560;3;1;2021-06-25 23:12:47;279.24;A VISTA
578;452;2;2;2022-02-28 12:09:40;10.85;A VISTA
579;1340;3;12;2023-07-14 09:12:20;660.66;A VISTA
580;547;2;0;2020-04-26 23:23:29;914.98;A VISTA
581;911;2;13;2020-05-27 12:49:22;833.95;A VISTA
582;166;3;0;2019-06-23 22:43:03;496.95;A VISTA
583;457;4;12;2018-10-22 15:56:34;1467.34;A VISTA
584;134;1;11;2023-06-18 10:48:34;902.83;A VISTA
585;52;3;11;2017-05-27 12:56:24;1573.14;A VISTA
586;1209;3;14;2018-05-20 16:09:02;1359.93;A VISTA
587;898;1;16;2017-09-10 13:35:30;1067.71;A VISTA
588;433;3;16;2020-05-19 15:15:10;552.91;PARCELADO
589;765;4;6;2019-04-25 16:37:53;717.26;A VISTA
590;1354;4;13;2019-06-24 15:39:04;335.72;A VISTA
591;451;1;5;2023-10-02 15:08:10;777.52;A VISTA
592;1328;2;8;2019-04-24 11:52:12;313.65;PARCELADO
593;445;3;11;2019-07-09 11:10:18;2132.52;PARCELADO
594;448;2;7;2017-10-25 11:23:10;366.9;A VISTA
595;455;3;14;2022-10-26 10:01:27;2.83;A VISTA
596;1286;1;16;2017-08-29 14:00:25;602.29;A VISTA
597;1381;3;15;2021-11-02 15:46:45;544.16;A VISTA
598;608;3;6;2022-07-10 10:14:17;712.62;PARCELADO
599;672;3;14;2020-11-23 16:03:56;722.83;A VISTA
600;109;3;14;2022-02-05 12:54:17;2402.43;A VISTA
601;315;4;5;2024-01-24 14:29:49;1106.21;A VISTA
602;592;2;0;2018-07-25 04:57:23;2306.77;A VISTA
603;717;4;6;2019-09-14 17:01:44;1.83;PARCELADO
604;786;2;6;2019-10-14 14:58:26;1699.81;A VISTA
605;736;4;3;2020-06-26 10:52:30;4.04;A VISTA
606;404;1;5;2018-04-12 10:55:28;332.22;A VISTA
607;443;4;0;2019-01-16 00:23:58;8.88;A VISTA
608;841;4;11;2020-08-06 16:53:29;417.69;A VISTA
609;159;3;8;2020-02-10 11:48:20;1886.76;A VISTA
610;553;1;11;2017-09-30 10:24:52;135.08;A VISTA
611;459;1;16;2019-06-21 16:50:13;1377.88;A VISTA
612;659;3;7;2018-07-07 09:49:15;313.33;A VISTA
613;4;4;2;2023-11-29 12:00:35;590.24;A VISTA
614;272;4;5;2018-03-06 10:22:18;918.42;A VISTA
615;877;3;1;2018-03-06 10:22:18;362.63;A VISTA
616;885;2;1;2018-03-06 10:22:18;2118.45;PARCELADO
617;1374;4;14;2017-10-03 11:50:40;239.78;PARCELADO
618;292;3;2;2021-10-03 17:11:18;401.4;A VISTA
619;305;2;15;2024-01-03 14:08:12;843.98;A VISTA
620;972;4;4;2020-10-13 10:41:48;591.53;A VISTA
621;778;1;10;2018-12-21 14:43:33;1075.28;A VISTA
622;453;1;2;2018-01-24 15:21:22;639.28;A VISTA
623;38;2;0;2018-09-28 10:15:16;1850.66;A VISTA
624;123;2;10;2021-04-01 09:30:29;404.94;A VISTA
625;1365;2;10;2019-11-29 09:14:12;497.45;A VISTA
626;597;3;8;2022-06-03 17:33:58;2592.12;A VISTA
627;1083;2;12;2024-01-04 15:44:07;167.16;A VISTA
628;1140;1;9;2021-06-01 09:37:58;1827.5;PARCELADO
629;1364;3;0;2017-04-08 06:33:35;372.74;A VISTA
630;1044;1;6;2022-01-01 16:51:34;241.06;A VISTA
631;470;3;7;2021-12-15 10:03:35;2070.61;PARCELADO
632;1122;3;7;2023-12-10 14:33:51;828.54;A VISTA
633;56;2;15;2020-10-02 14:29:52;110.96;PARCELADO
634;107;1;3;2020-04-13 16:08:27;80.44;A VISTA
635;71;2;10;2019-03-09 16:16:17;1119.17;A VISTA
636;954;3;4;2023-08-16 16:13:08;2428.03;A VISTA
637;546;3;9;2023-03-05 14:37:56;330.51;A VISTA
638;1124;4;1;2023-03-05 14:37:56;1177.49;A VISTA
639;473;2;6;2022-07-10 15:17:27;1273.4;A VISTA
640;1196;4;11;2023-03-19 16:07:39;415.95;PARCELADO
641;924;2;13;2017-10-17 09:42:43;52.62;A VISTA
642;484;1;9;2022-10-06 15:15:48;1651.23;A VISTA
643;1107;4;0;2021-12-17 11:28:08;2881.03;A VISTA
644;393;2;8;2017-09-28 14:22:16;403.63;A VISTA
645;145;2;5;2018-06-17 15:00:19;2041.78;A VISTA
646;834;4;2;2019-01-22 15:38:23;330.55;A VISTA
647;879;1;8;2022-05-10 09:25:57;1828.0;PARCELADO
648;62;2;5;2019-09-14 12:50:48;2003.07;PARCELADO
649;414;1;12;2023-11-21 11:38:21;1423.94;A VISTA
650;1320;2;12;2017-08-17 10:58:55;207.08;A VISTA
651;974;2;15;2021-05-23 12:41:35;499.16;A VISTA
652;40;1;12;2023-04-14 13:22:22;2046.61;PARCELADO
653;399;2;16;2018-11-28 14:08:47;39.76;A VISTA
654;1084;4;2;2019-01-21 13:08:51;397.85;A VISTA
655;929;1;10;2020-02-22 09:39:37;138.39;A VISTA
656;1225;3;10;2019-06-15 10:17:25;806.35;A VISTA
657;664;4;8;2020-02-23 11:22:09;515.82;A VISTA
658;352;4;13;2021-04-23 09:06:17;1760.69;PARCELADO
659;537;1;11;2022-03-10 15:35:28;1898.4;PARCELADO
660;556;3;15;2019-02-23 12:47:25;139.86;A VISTA
661;173;4;7;2023-01-07 11:55:29;885.87;A VISTA
662;122;1;11;2020-11-19 11:47:36;865.53;A VISTA
663;1161;2;4;2019-06-29 13:25:29;429.39;PARCELADO
664;756;3;14;2022-11-10 11:56:13;1239.72;PARCELADO
665;861;3;13;2019-06-11 14:27:21;2600.3;A VISTA
666;572;4;4;2021-09-30 11:20:34;1454.68;A VISTA
667;723;2;13;2022-12-28 15:23:36;502.25;A VISTA
668;1118;3;3;2023-08-13 17:17:30;207.98;A VISTA
669;48;3;15;2019-06-05 10:06:43;792.53;A VISTA
670;936;4;10;2017-02-17 12:58:03;1242.09;PARCELADO
671;666;1;8;2018-02-05 13:20:48;595.86;A VISTA
672;554;2;8;2023-10-30 11:15:44;1298.0;A VISTA
673;681;4;14;2022-11-13 13:46:40;1135.8;A VISTA
674;369;2;6;2021-04-13 10:29:34;98.8;A VISTA
675;1248;4;16;2021-12-05 12:42:14;2795.15;A VISTA
676;473;1;11;2021-08-11 13:27:10;676.97;PARCELADO
677;562;1;12;2017-05-01 13:44:46;54.34;A VISTA
678;1338;4;12;2021-04-27 11:52:40;408.62;A VISTA
679;761;4;7;2022-11-02 11:48:42;594.3;A VISTA
680;657;4;4;2020-10-24 09:06:24;1500.05;A VISTA
681;217;1;13;2017-10-19 11:48:45;169.24;A VISTA
682;909;1;13;2018-03-08 16:52:35;676.93;A VISTA
683;860;4;13;2022-12-02 12:15:02;514.44;PARCELADO
684;671;2;4;2019-02-01 14:26:49;962.42;A VISTA
685;361;2;1;2019-02-01 14:26:49;1049.91;A VISTA
686;184;1;2;2020-04-10 12:46:46;1419.69;A VISTA
687;525;2;4;2017-07-04 16:01:20;742.3;A VISTA
688;232;2;2;2018-01-03 11:07:05;747.08;A VISTA
689;108;3;1;2018-01-03 11:07:05;32.28;A VISTA
690;549;3;11;2021-04-05 14:10:55;403.77;A VISTA
691;911;4;6;2020-02-09 15:29:18;283.0;PARCELADO
692;395;4;3;2017-08-04 11:14:13;1605.81;A VISTA
693;410;4;8;2017-07-30 12:05:19;2752.93;A VISTA
694;672;4;14;2023-04-08 10:39:02;107.27;A VISTA
695;850;4;5;2018-08-17 14:29:46;1399.05;PARCELADO
696;1203;2;10;2021-09-29 10:19:22;1450.31;A VISTA
697;813;2;1;2021-09-29 10:19:22;47.8;PARCELADO
698;229;2;13;2017-12-18 13:30:38;1113.67;PARCELADO
699;5;4;11;2023-06-19 11:24:55;699.69;A VISTA
700;1010;2;9;2022-02-06 15:53:06;1349.87;PARCELADO
701;1032;2;14;2022-11-02 11:02:25;581.43;A VISTA
702;1039;1;3;2019-12-07 17:06:29;1781.82;A VISTA
703;655;1;11;2021-04-11 11:52:53;1212.35;PARCELADO
704;441;3;4;2022-06-12 16:13:25;1180.52;A VISTA
705;1387;1;3;2022-10-13 17:42:17;3326.37;A VISTA
706;335;3;1;2022-10-13 17:42:17;733.41;A VISTA
707;716;1;3;2018-07-25 13:29:13;839.36;A VISTA
708;1104;2;9;2020-02-05 13:05:41;427.13;A VISTA
709;1224;4;0;2019-04-03 00:42:32;1540.57;A VISTA
710;691;4;7;2019-01-22 16:37:24;9.69;A VISTA
711;364;2;1;2019-01-22 16:37:24;206.21;A VISTA
712;359;4;11;2017-11-19 10:12:57;593.61;A VISTA
713;215;2;10;2019-03-18 13:06:04;1458.86;A VISTA
714;635;3;5;2022-09-06 14:12:50;1591.35;A VISTA
715;655;1;4;2021-08-09 17:50:35;1155.93;PARCELADO
716;416;4;9;2022-05-25 12:45:50;3425.31;A VISTA
717;878;4;13;2022-04-28 16:30:35;1829.62;PARCELADO
718;657;3;16;2022-08-22 10:30:47;1643.49;A VISTA
719;1112;3;12;2017-09-21 15:23:53;911.57;A VISTA
720;939;4;0;2019-03-24 00:56:22;1641.48;A VISTA
721;486;1;6;2017-06-15 11:12:58;1004.7;PARCELADO
722;249;1;5;2018-03-10 10:55:33;1724.19;A VISTA
723;446;1;6;2018-04-02 16:22:10;1191.72;A VISTA
724;36;3;3;2017-07-08 14:35:34;1325.56;A VISTA
725;214;2;13;2022-04-15 12:03:33;1006.16;A VISTA
726;65;3;14;2018-02-02 10:42:00;826.02;PARCELADO
727;1101;2;8;2021-06-05 14:44:03;111.85;A VISTA
728;227;3;9;2021-12-16 10:36:24;1100.1;PARCELADO
729;145;3;2;2022-08-26 13:35:41;24.66;A VISTA
730;1328;1;0;2020-06-24 04:37:41;1489.86;A VISTA
731;468;3;13;2022-04-14 14:35:52;1108.42;A VISTA
732;244;3;10;2020-12-21 16:12:11;2079.29;A VISTA
733;1188;3;3;2020-06-10 12:32:03;25.74;PARCELADO
734;432;1;15;2019-04-04 14:04:40;49.77;A VISTA
735;430;3;1;2019-04-04 14:04:40;825.72;PARCELADO
736;306;4;2;2017-05-29 14:03:51;709.73;PARCELADO
737;600;4;9;2022-10-09 12:06:23;112.45;PARCELADO
738;1286;2;16;2018-02-10 14:45:31;308.96;A VISTA
739;39;4;2;2017-02-25 16:33:32;1764.59;A VISTA
740;317;2;8;2023-10-27 10:08:35;1388.22;A VISTA
741;654;4;15;2019-07-08 09:44:20;401.31;A VISTA
742;393;4;4;2018-02-13 17:08:02;709.09;A VISTA
743;669;3;15;2023-08-12 09:09:28;583.46;A VISTA
744;341;2;15;2017-05-04 14:36:04;237.41;A VISTA
745;1239;3;7;2021-11-23 15:37:58;1270.8;PARCELADO
746;830;3;6;2020-10-18 15:52:06;2683.25;A VISTA
747;1139;2;3;2019-01-10 16:30:52;1278.97;A VISTA
748;191;2;6;2023-07-01 16:20:47;178.29;PARCELADO
749;220;4;11;2024-01-29 09:26:46;337.3;PARCELADO
750;1029;4;8;2023-11-01 14:29:14;935.65;A VISTA
751;33;3;12;2021-09-07 15:52:13;565.8;A VISTA
752;100;4;4;2019-04-13 17:40:01;1314.03;A VISTA
753;632;2;4;2021-08-12 14:38:17;798.81;A VISTA
754;365;3;5;2023-12-04 10:06:34;1047.83;PARCELADO
755;824;4;0;2021-05-26 00:01:01;2599.04;A VISTA
756;63;1;11;2019-01-30 12:35:42;336.24;A VISTA
757;55;2;15;2018-12-08 13:03:29;285.98;PARCELADO
758;1310;4;15;2017-08-15 12:01:00;83.28;A VISTA
759;1298;1;2;2022-07-12 17:41:08;292.05;A VISTA
760;127;3;7;2023-07-27 10:15:52;503.84;PARCELADO
761;343;4;7;2021-12-01 15:31:39;291.04;A VISTA
762;287;4;11;2023-09-14 12:56:34;1248.17;A VISTA
763;701;4;0;2023-04-09 13:10:06;74.86;A VISTA
764;456;3;3;2021-07-24 14:02:13;499.05;PARCELADO
765;231;4;15;2018-10-01 15:38:05;829.82;PARCELADO
766;1155;3;9;2020-01-29 15:39:28;1460.31;A VISTA
767;176;4;2;2023-11-20 12:15:39;310.76;A VISTA
768;936;4;12;2020-04-06 09:47:02;392.4;A VISTA
769;1077;1;14;2023-07-01 17:13:22;1172.07;A VISTA
770;288;4;8;2018-10-09 16:48:32;1525.39;A VISTA
771;358;1;7;2019-12-31 16:52:01;1398.45;A VISTA
772;677;2;3;2019-09-03 15:34:46;374.23;A VISTA
773;568;1;2;2021-05-14 09:39:34;296.82;A VISTA
774;766;1;1;2021-05-14 09:39:34;1323.08;PARCELADO
775;1178;3;0;2022-12-25 06:24:06;47.4;A VISTA
776;1284;1;3;2018-10-03 14:34:26;2343.95;A VISTA
777;839;2;13;2022-10-28 09:15:51;1317.47;A VISTA
778;849;4;9;2022-10-16 16:11:28;1247.37;A VISTA
779;336;4;7;2017-07-13 10:39:46;11.8;A VISTA
780;1391;1;13;2018-05-09 15:50:01;1457.92;A VISTA
781;646;3;11;2023-12-28 16:00:57;239.99;A VISTA
782;904;2;3;2022-01-01 10:56:58;869.45;A VISTA
783;17;2;16;2021-10-18 14:19:56;1024.24;PARCELADO
784;106;1;8;2023-03-17 15:09:27;1194.81;PARCELADO
785;1153;3;8;2017-03-30 15:31:37;2604.07;PARCELADO
786;860;4;2;2020-02-21 10:01:08;1476.02;A VISTA
787;225;4;15;2022-01-25 09:21:27;930.64;PARCELADO
788;931;4;15;2018-01-03 14:04:18;1291.46;A VISTA
789;495;1;8;2020-02-23 14:56:56;362.07;A VISTA
790;406;2;14;2021-10-11 09:26:45;411.86;A VISTA
791;289;4;10;2023-02-14 09:30:45;61.26;A VISTA
792;1149;2;5;2018-04-21 15:03:43;1763.99;A VISTA
793;397;4;7;2023-09-10 16:17:57;350.24;PARCELADO
794;96;2;5;2023-05-25 14:09:51;4017.33;A VISTA
795;1246;2;2;2020-04-01 11:32:11;543.77;PARCELADO
796;1042;3;13;2018-04-01 12:42:43;519.47;A VISTA
797;297;1;16;2022-12-07 12:40:17;7.24;A VISTA
798;530;4;8;2023-09-05 11:55:30;36.35;A VISTA
799;128;3;4;2022-03-20 10:23:09;1461.96;A VISTA
800;1188;3;2;2022-05-21 15:28:18;59.04;A VISTA
801;197;3;1;2022-05-21 15:28:18;1019.97;A VISTA
802;905;1;16;2023-01-13 10:13:33;1106.4;A VISTA
803;901;1;16;2018-10-10 12:26:22;890.85;A VISTA
804;721;2;8;2023-02-13 12:15:50;2463.48;A VISTA
805;101;1;6;2017-03-02 11:11:49;2309.15;A VISTA
806;616;1;10;2020-07-30 09:09:15;1058.63;A VISTA
807;1215;4;7;2017-08-11 12:18:00;1728.1;A VISTA
808;1352;4;6;2020-12-15 09:03:50;2028.23;A VISTA
809;353;3;12;2021-06-05 13:30:19;403.45;PARCELADO
810;162;2;2;2021-01-17 10:54:16;1648.41;A VISTA
811;889;3;16;2021-09-17 14:10:05;1418.73;A VISTA
812;1288;2;7;2020-06-30 13:29:14;16.11;A VISTA
813;652;2;0;2022-01-01 06:37:31;724.77;PARCELADO
814;1131;3;3;2020-08-17 09:15:16;1446.04;A VISTA
815;665;1;12;2017-02-10 13:37:48;82.72;PARCELADO
816;659;4;9;2019-06-20 16:50:14;213.61;A VISTA
817;341;2;1;2019-06-20 16:50:14;46.4;A VISTA
818;891;3;14;2017-04-26 15:51:39;81.61;A VISTA
819;705;3;6;2017-10-18 11:52:02;2711.1;PARCELADO
820;772;3;0;2018-09-03 13:15:02;377.6;A VISTA
821;741;2;4;2017-07-23 09:25:05;1865.91;A VISTA
822;772;2;5;2021-07-02 16:22:31;1268.4;A VISTA
823;688;4;0;2020-12-16 07:04:24;1675.23;PARCELADO
824;483;3;7;2020-01-10 14:00:51;2507.78;PARCELADO
825;1009;3;7;2021-09-27 12:20:20;1130.28;A VISTA
826;857;2;14;2018-11-25 11:42:19;56.77;PARCELADO
827;415;2;2;2021-09-03 11:24:27;772.16;A VISTA
828;455;3;5;2020-10-12 11:52:43;136.26;A VISTA
829;822;4;11;2022-03-22 17:37:18;1283.47;A VISTA
830;702;4;2;2017-01-24 13:25:00;2132.69;PARCELADO
831;621;3;0;2017-11-22 01:58:21;712.22;A VISTA
832;883;3;7;2021-03-16 14:06:53;841.35;A VISTA
833;244;1;2;2018-08-06 17:11:35;1581.61;A VISTA
834;189;4;5;2018-11-30 13:20:50;405.42;A VISTA
835;301;1;0;2024-01-08 02:22:36;2065.12;A VISTA
836;938;2;0;2023-04-17 11:59:57;1615.35;PARCELADO
837;555;1;15;2017-06-09 09:09:33;1966.25;A VISTA
838;885;1;6;2022-02-13 11:53:11;556.4;A VISTA
839;248;4;6;2018-09-01 15:08:18;905.62;A VISTA
840;733;3;13;2017-11-09 14:48:49;744.52;A VISTA
841;1289;3;4;2018-03-08 12:19:01;387.59;A VISTA
842;725;4;13;2023-03-19 13:24:24;170.56;PARCELADO
843;677;3;14;2022-05-03 13:44:58;26.37;PARCELADO
844;834;2;7;2019-11-15 10:09:39;58.67;A VISTA
845;1016;4;4;2017-01-22 13:06:17;738.84;A VISTA
846;1349;4;11;2023-04-25 17:19:39;1072.18;PARCELADO
847;1344;4;1;2023-04-25 17:19:39;1489.86;A VISTA
848;1218;4;16;2022-11-26 10:30:09;478.15;A VISTA
849;880;3;11;2017-02-28 11:40:19;363.12;A VISTA
850;507;4;4;2019-12-11 13:20:52;1430.67;PARCELADO
851;908;2;15;2018-02-25 15:45:48;1291.58;A VISTA
852;176;4;3;2023-02-08 14:16:25;35.57;PARCELADO
853;912;1;5;2020-11-16 14:57:52;329.85;A VISTA
854;851;1;1;2020-11-16 14:57:52;941.69;PARCELADO
855;1227;4;4;2021-12-02 16:18:27;1170.12;A VISTA
856;1223;2;15;2021-12-27 12:53:48;964.66;PARCELADO
857;1300;2;6;2018-06-27 14:55:58;1169.27;A VISTA
858;251;1;14;2020-02-14 14:31:41;244.68;A VISTA
859;190;3;13;2022-03-19 09:43:16;1891.89;A VISTA
860;352;3;13;2020-06-01 09:11:44;507.54;A VISTA
861;1110;3;2;2020-11-19 14:33:16;2070.99;PARCELADO
862;150;1;15;2020-09-09 13:41:40;1517.56;A VISTA
863;1074;3;6;2020-11-10 13:08:34;638.37;A VISTA
864;1011;2;12;2018-04-26 11:12:10;862.61;PARCELADO
865;416;4;9;2022-06-17 12:25:44;191.01;A VISTA
866;351;1;16;2017-11-03 14:38:15;198.18;A VISTA
867;411;4;9;2017-03-24 09:19:21;931.92;PARCELADO
